path,class,tissue,label_binary
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca3497.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1171.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca863.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca944.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1849.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca214.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca4807.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca3075.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca4981.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca739.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca3080.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca3892.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca3458.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_aca\lungaca2732.jpeg,lung_aca,lung,1
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc235.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3326.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3387.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1949.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1633.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1094.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1529.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc322.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3170.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2439.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3216.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1203.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1822.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1713.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3718.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4188.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1965.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4014.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2569.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1975.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1832.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3743.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2003.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1577.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc79.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc145.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4659.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1299.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc714.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1436.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2765.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1352.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc857.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc879.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2579.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3262.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4225.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4883.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc969.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2889.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4238.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4708.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1024.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1057.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1753.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4514.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4395.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc670.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3844.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3392.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc652.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc664.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3204.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3560.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2028.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc377.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1992.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc115.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2501.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3311.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3138.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4955.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4830.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4475.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1019.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3369.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4004.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2993.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4312.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc750.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2715.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1074.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1202.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1265.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc190.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2923.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1639.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc352.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3273.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4376.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3989.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3862.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4764.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2452.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3720.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2270.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1686.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1589.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc816.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4463.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4737.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc142.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc114.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2164.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1446.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc765.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3645.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4109.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1334.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc107.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2397.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2500.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2917.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4995.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1417.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1221.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1837.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc220.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc570.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2202.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2264.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1980.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4788.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1667.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc309.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc424.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc291.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2884.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1214.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3114.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2231.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1950.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc833.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1178.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3050.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc773.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2998.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc793.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3536.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3834.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc483.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3796.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2775.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2236.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4570.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4655.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc50.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc420.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1867.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc116.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4327.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4438.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc89.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4508.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc537.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3913.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3676.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4220.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3598.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3316.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2276.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4515.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc704.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc910.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2673.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1005.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3603.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3561.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4297.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1128.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2893.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3828.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1756.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2013.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1134.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4230.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1946.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc243.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3706.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2825.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4075.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2625.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3425.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3734.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1423.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc396.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4666.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4145.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc125.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2566.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc660.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3597.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2746.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1089.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3522.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4211.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4314.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4294.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1476.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2697.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1611.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4413.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4549.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc699.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2815.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1986.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1745.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3523.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4445.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4942.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4500.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1687.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc349.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4895.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3965.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2974.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc312.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4081.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4580.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1819.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc383.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1899.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4287.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3233.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4668.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3131.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc853.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1028.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc4409.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1917.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2481.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc1659.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc622.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3946.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc2457.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3820.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3419.jpeg,lung_scc,lung,0
..\..\data\lc25000\lung_colon_image_set\lung_image_sets\lung_scc\lungscc3435.jpeg,lung_scc,lung,0
